"GEOID","NAME","total_pop","pct_female","pct_male","pct_white","pct_black","pct_am_indian","pct_asian","pct_pacificI","pct_other","pct_two_or_more","pct_divorced","pct_hs_or_higher","pct_ba_or_higher","pct_doctorate","pct_uninsured","med_household_income"
"24","Maryland",6170738,51.3497575168481,48.6502424831519,49.6007284704034,29.5893295096956,0.375287364331462,6.45473847698606,0.0414213016336134,6.50716332471092,7.43133155223897,0.0979384739805776,91.0433477898518,49.6449762720718,2.88783993121159,0.0617363372612313,101652
"25","Massachusetts",6992395,51.1359841656543,48.8640158343457,70.7293280771467,6.99888950781528,0.234626333323561,7.07754639147245,0.0370831453314637,5.43261643542735,9.48991010948323,0.0933773806537388,91.4023289247275,54.1543948900342,3.25238645026013,0.026486345242959,101341
"26","Michigan",10051595,50.4349409223113,49.5650590776887,74.7773064871794,13.3977642354273,0.457738299245045,3.27983767750292,0.0265629484673825,1.75878554597554,6.3020048062024,0.115455003503814,91.8922728136484,41.4882083148904,1.33203644603508,0.0502031415390005,71149
"27","Minnesota",5713716,49.9076607937811,50.0923392062189,78.3502365185809,6.80448590724495,0.889666199720112,5.06059454127577,0.0415841459393502,2.65256446067673,6.20086822656219,0.101944875808276,93.8516878378691,50.5665295734031,1.63675502041005,0.0460391219497008,87556
"28","Mississippi",2951438,51.4975073167724,48.5024926832276,56.307230577095,36.9574763217117,0.446595862762491,0.979793578587793,0.0478072044881173,1.66373137433346,3.59736508102152,0.11593399311142,86.6382648716083,34.932989831995,1.14266978903699,0.116111071627297,54915
"29","Missouri",6168181,50.7036191058596,49.2963808941404,78.3317804714226,11.1315799584999,0.272851915337763,2.07266939799594,0.156950647200528,1.72924562362875,6.30492198591449,0.120677571185777,91.588910028662,40.2187871671671,1.3557065057599,0.0917366578318988,68920
"30","Montana",1105072,49.3214016824243,50.6785983175757,85.6755034966047,0.544308425152388,5.71075911795792,0.832253464027683,0.0438885430089623,1.21467198517382,5.97861496807448,0.124672962605022,94.5709334250683,44.246723827945,1.65797996975342,0.0843806516592904,69922
"31","Nebraska",1965926,49.7689129702746,50.2310870297254,79.880473629221,4.76086078519741,0.996019178748335,2.49790683881285,0.0474585513391654,4.22986419631258,7.58741682036862,0.104159451387442,92.0747510571545,45.0779535224018,1.43521905730336,0.0742683255382335,74985
"32","Nevada",3141000,49.6187201528176,50.3812798471824,53.1773957338427,9.41744667303407,1.31913403374721,8.7243553008596,0.7189111747851,11.809964979306,14.8327921044253,0.1329643317496,87.3689085238659,36.095071174515,1.08593444413025,0.11313575517186,75561
"33","New Hampshire",1387834,50.0972018267314,49.9027981732686,88.9262692800436,1.5249662423604,0.13856124003303,2.58085621191007,0.0203914877427704,1.28509605615657,5.52385948175358,0.120290764209723,94.0551236497024,49.7791368004265,1.71964146639689,0.0553188727986742,95628
"34","New Jersey",9267014,50.8075524651198,49.1924475348802,56.9346501472859,12.9605178108072,0.4521413262136,9.91305289924025,0.028682378164099,9.15101671369008,10.5599387245989,0.0866405497733689,90.6995581509842,49.6319679465942,1.765476326863,0.074366215236994,101050
"35","New Mexico",2114768,50.3317621601991,49.6682378398009,53.6168033562074,2.11413261407398,9.52094981577175,1.70538801419352,0.0968900607537092,12.0010327373972,20.9448034016024,0.133049067078299,87.7225277205567,39.4092621704081,2.05589390482006,0.0947705608288484,62125
"36","New York",19872319,51.1762215572325,48.8237784427675,57.0690516793737,14.7290711265253,0.517941564847062,8.90295692213878,0.0486656841609678,9.8121613285294,8.92015169442479,0.0899706004018886,87.8642451224759,48.4303598606987,1.75291926958708,0.0509383180427855,84578
"37","North Carolina",10584340,51.0797366675674,48.9202633324326,63.2593718644715,20.5806786252142,1.04751925958539,3.15413148103708,0.0581330531710055,4.78337808498215,7.11678763153867,0.106166803977227,89.7466196444137,44.7870021385853,1.54713494294122,0.103593485451113,69904
"38","North Dakota",779361,48.7880455911959,51.2119544088041,83.8918036699296,3.2345729385997,4.48008047618498,1.56371694246954,0.14460564488087,1.43014597856449,5.25507434937083,0.0984162061433754,93.8293112625184,46.3286778526522,1.3009944043885,0.0669381237944297,75949
"39","Ohio",11780046,50.6871450247308,49.3128549752692,77.8196621643073,12.2789503538441,0.14559365897213,2.44580538989406,0.0358996900351662,1.58332998020551,5.69075876274167,0.119387198512785,91.6222432535173,39.9043669700557,1.27399504440536,0.0636477006719491,69680
"40","Oklahoma",3995260,50.2238652803572,49.7761347196428,66.7904717089751,7.07178005937035,7.39288556939974,2.34152470677753,0.192878561094897,3.41922678373873,12.7912326106436,0.127459688727851,89.1312882738777,36.1255430513095,1.1847084323209,0.134475790195775,63603
"41","Oregon",4238714,50.1299450729632,49.8700549270368,76.6188990339995,1.92610305861636,1.09174622302897,4.45002894745906,0.400428054357996,4.69158806185083,10.8212066206873,0.126936044934655,91.7173064637323,45.3818093948713,1.89559120956237,0.0622650374820167,80426
"42","Pennsylvania",12986518,50.7110990028274,49.2889009971726,75.8023436305251,10.7312522109468,0.184198720550035,3.69952130355496,0.0355291541581816,3.42763164075236,6.11952333951256,0.097444878730427,91.9073070614191,43.3569397887896,1.74777065721447,0.0558957106089706,76081
"44","Rhode Island",1095371,50.9597204965258,49.0402795034742,72.3372263826594,5.83017078231942,0.44322882384142,3.48274694144724,0.0611664906228118,7.14388093166607,10.7015796474437,0.109410288039595,89.4815873690446,45.3966168923574,1.96779157893381,0.043471932778095,86372
"45","South Carolina",5212774,51.3223477557247,48.6776522442753,64.0627619766366,25.2961283186265,0.322726440854716,1.72121407910644,0.069866830980971,2.73938597760041,5.78791637619433,0.10430689939787,89.5939589638082,41.4112222168673,1.30892256591699,0.0998907133321521,66818
"46","South Dakota",899194,49.3327357611372,50.6672642388628,81.5213402224659,2.24078452480777,7.73070105005149,1.39613920911394,0.0673936881251432,1.3953607341686,5.64828057126716,0.106012245279622,93.0145251846472,43.3271211147773,1.2624614811696,0.0927416925554976,72421
"47","Tennessee",6986082,50.9302925445192,49.0697074554808,73.4782242750658,15.8729456653959,0.247463456627048,1.84976357277226,0.0721004992497941,2.50038576701504,5.97911676387423,0.120163895577349,89.6057939878885,38.2019226587353,1.45715366016631,0.101046220851102,67097
"48","Texas",29640343,50.1018358660694,49.8981641339306,53.9298415001473,12.2337889274763,0.643400111800326,5.33663864820998,0.100676972597787,8.57212752227597,19.1835263174923,0.101427297523883,85.6969381793308,40.8233046799392,1.3312770791004,0.173580511246592,76292
"49","Utah",3331187,49.3705396905067,50.6294603094933,80.695830044966,1.13389011184302,1.01672466901438,2.36813484202478,0.945098548955673,5.57561013536616,8.26471164783004,0.0883236708283142,93.2802618362485,46.7707295350569,1.53952605082962,0.0865022751014687,91750
"50","Vermont",645254,50.3573786446888,49.6426213553112,91.4112891977423,1.22230935414581,0.197286649908408,1.65826170779259,0.018597327564029,0.683916721167168,4.80833904167971,0.124037939049634,94.529974341031,51.1691245712706,2.18317220883118,0.0394971749732831,78024
"51","Virginia",8657499,50.580531398271,49.419468601729,61.7288549499111,18.7471116080984,0.314363305153139,6.85655291441558,0.0655963113596663,4.06057222761446,8.22694868344773,0.100393670264786,91.3375841071739,49.2530099858783,2.05530704834689,0.0709175466396872,90974
"53","Washington",7740984,49.6419059902462,50.3580940097538,67.8387398811314,3.95575032838202,1.1653815587269,9.39936059808417,0.702830544540591,5.56227735388679,11.3756597352481,0.112834323030749,92.2068858546458,48.7970654153048,1.78346049756089,0.0635783965913961,94952
"54","West Virginia",1784462,50.1162815459225,49.8837184540775,90.8962477206015,3.27936375221215,0.085852206435329,0.752831945987082,0.0287481605100025,0.675553752335438,4.28140246191849,0.133586421281395,88.6106388108433,31.4985321485469,1.13173474356328,0.0619495867438154,57917
"55","Wisconsin",5892023,49.9231418478848,50.0768581521152,81.3248692342172,6.14203305044804,0.7355028994286,2.88340693849973,0.0378308095538663,2.35930850914873,6.51704855870386,0.108689094139672,93.3793953827702,43.9576487320691,1.35851756801618,0.0531711457675418,75670
"56","Wyoming",579761,48.8330536203712,51.1669463796288,85.9614565312258,0.85931961618667,2.05722702975881,0.826547491121341,0.0860699495136789,3.12559830688853,7.08378107530517,0.122663085448543,94.0577086451717,41.7262530846717,1.30137748290788,0.115977413585198,74815
"72","Puerto Rico",3254885,52.6561767927285,47.3438232072715,35.2181720705954,7.30477420861259,0.171987643188623,0.185413616763726,0.00516147267875824,27.0247950388416,30.0896959493193,0.139002669997824,80.4125429507675,40.8142155432028,1.34689626809239,0.0621261378715694,25096
